date,synthetic_nav,deposit,deposited,equity,profit,profit_on_deposited,initial_dollar_value,nav_drawdown
2014-04-23,9.605188540134394,0.0,73500.0,297973.48828837194,224473.48828837194,3.054061065147917,0.010152733091614071,-0.9898421905418401
2014-04-24,9.880626393216978,0.0,73500.0,306518.159488395,233018.15948839497,3.1703150950802037,0.010443872301843002,-0.9895509057620061
2014-04-25,9.402365823059107,0.0,73500.0,291681.49388779106,218181.49388779106,2.96845569915362,0.009938348449107874,-0.9900566823766676
2014-04-28,9.49999014507193,100.0,73600.0,294809.95914185507,221209.95914185507,3.005570097036074,0.010041537853512018,-0.9899534413775612
2014-04-29,9.73283570562537,0.0,73600.0,302035.7761316476,228435.77613164758,3.1037469583104293,0.01028765679412297,-0.98970719937748
2014-04-30,9.798450328359925,0.0,73600.0,304071.9723752318,230471.9723752318,3.1314126681417367,0.010357011783746272,-0.9896378097103619
2014-05-01,9.900075583525014,0.0,73600.0,307225.6743123377,233625.6743123377,3.174261879243719,0.010464430194821408,-0.9895303375900811
2014-05-02,9.84453180361955,0.0,73600.0,305502.0031048461,231902.0031048461,3.150842433489757,0.010405720137239168,-0.9895890770026922
2014-05-05,9.996420166982169,100.0,73700.0,310315.4529875451,236615.4529875451,3.2105217501702183,0.010566266909069762,-0.9894284499574757
2014-05-06,9.593757785300447,0.0,73700.0,297815.74236260355,224115.74236260355,3.04091916367169,0.010140650725674057,-0.989854278948963
2014-05-07,9.512523027286354,0.0,73700.0,295293.9995476367,221593.99954763672,3.0067028432515155,0.01005478517369319,-0.9899401874337199
2014-05-08,9.486265624371203,0.0,73700.0,294478.8999676086,220778.89996760862,2.9956431474573764,0.010027030965396018,-0.9899679555191213
2014-05-09,9.609092733541116,0.0,73700.0,298291.77991708345,224591.77991708345,3.047378289241295,0.01015685984388248,-0.9898380617261956
2014-05-12,10.07296245938278,100.0,73800.0,312791.47922203946,238991.47922203946,3.238366927127906,0.010647172501054403,-0.9893475039126951
2014-05-13,10.081436671792972,0.0,73800.0,313054.62538640905,239254.62538640905,3.241932593311776,0.010656129786630093,-0.9893385421484766
2014-05-14,9.933363129762165,0.0,73800.0,308456.55977937207,234656.55977937207,3.179628181292305,0.010499615300330625,-0.9894951348920192
2014-05-15,9.701799124386035,0.0,73800.0,301265.899825238,227465.89982523798,3.0821937645696202,0.010254850970053768,-0.9897400216044612
2014-05-16,9.881579399993633,0.0,73800.0,306848.5413340292,233048.54133402923,3.157839313469231,0.010444879634848225,-0.9895498979253343
2014-05-19,10.116421735826178,100.0,73900.0,314240.951934068,240340.951934068,3.2522456283365084,0.010693109177074958,-0.9893015442683365
2014-05-20,9.989739233827507,0.0,73900.0,310305.8817026172,236405.88170261722,3.1989970460435346,0.010559205128778955,-0.9894355152686567
2014-05-21,10.28510056804241,0.0,73900.0,319480.53151970764,245580.53151970764,3.3231465699554485,0.010871403559797464,-0.9891231607384227
2014-05-22,10.414500570380337,0.0,73900.0,323500.01399847167,249600.01399847167,3.377537401873771,0.011008180019759888,-0.9889863158902302
2014-05-23,10.641050546620683,0.0,73900.0,330537.2137172508,256637.2137172508,3.472763379123827,0.011247644495763558,-0.9887467316819886
2014-05-27,11.038847824113933,100.0,74000.0,342993.7260150003,268993.7260150003,3.6350503515540584,0.011668118239312084,-0.9883260477015683
2014-05-28,10.944562121634254,0.0,74000.0,340064.1263938512,266064.1263938512,3.5954611674844754,0.011568457772718253,-0.9884257579983954
2014-05-29,11.152563921879857,0.0,74000.0,346527.0574552089,272527.0574552089,3.682798073719039,0.01178831673245079,-0.988205789109183
2014-05-30,11.162452212864412,0.0,74000.0,346834.30163709755,272834.30163709755,3.6869500221229403,0.01179876870626462,-0.9881953319093822
2014-06-02,11.133511870476545,100.0,74100.0,346035.03137877973,271935.03137877973,3.6698384801454758,0.011768178617312568,-0.9882259372933788
2014-06-03,11.107667006709715,0.0,74100.0,345231.76028619206,271131.76028619206,3.6589981145235093,0.011740860464991313,-0.9882532691047762
2014-06-04,11.228883991157126,0.0,74100.0,348999.24385336105,274899.24385336105,3.709841347548732,0.011868987433464926,-0.9881250780728184
2014-06-05,11.529115186287289,0.0,74100.0,358330.57724002114,284230.57724002114,3.8357702731446848,0.012186333332215,-0.9878075735011189
2014-06-06,11.691612573145175,0.0,74100.0,363381.0760417017,289281.0760417017,3.9039281517098745,0.01235809389578534,-0.9876357270572668
2014-06-09,11.702496032198896,100.0,74200.0,363819.2893333905,289619.2893333905,3.9032249236305994,0.012369597767304806,-0.9876242174338116
2014-06-10,11.74980038653439,0.0,74200.0,365289.93598256353,291089.93598256353,3.9230449593337404,0.012419598710194438,-0.9875741914904504
2014-06-11,11.730349993588666,0.0,74200.0,364685.2420677527,290485.2420677527,3.914895445657044,0.012399039546021885,-0.9875947609342051
2014-06-12,11.414885753985796,0.0,74200.0,354877.7638044297,280677.7638044297,3.7827191887389446,0.012065592241863906,-0.9879283749620151
2014-06-13,11.522656502134696,0.0,74200.0,358228.2521869575,284028.2521869575,3.8278740186921496,0.012179506470248644,-0.9878144037765162
2014-06-16,11.562650523694588,100.0,74300.0,359571.57768171397,285271.57768171397,3.8394559580311434,0.012221780354250108,-0.9877721087555728
2014-06-17,11.575984545576711,0.0,74300.0,359986.2347947325,285686.2347947325,3.8450368074661165,0.012235874483130689,-0.9877580075796277
2014-06-18,11.789830681072063,0.0,74300.0,366636.3529630218,292336.3529630218,3.934540416729768,0.012461910934917723,-0.9875318581096149
2014-06-19,11.754437336992616,0.0,74300.0,365535.702161201,291235.702161201,3.919726812398398,0.012424499990389479,-0.9875692877596153
2014-06-20,11.77150131704182,0.0,74300.0,366066.3523105977,291766.3523105977,3.9268688063337516,0.012442536704004865,-0.9875512420276431
2014-06-23,11.796353425107164,100.0,74400.0,366939.145178795,292539.145178795,3.931977757779502,0.012468805508505381,-0.9875249600887404
2014-06-24,11.742559740958914,0.0,74400.0,365265.8307428809,290865.8307428809,3.9094869723505496,0.01241194531103089,-0.9875818487163136
2014-06-25,12.00175669145023,0.0,74400.0,373328.45009809657,298928.45009809657,4.017855512071191,0.01268591780469959,-0.987307739236398
